project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,readme_content,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update
motulator,"Simulation models for an induction motor, a synchronous reluctance motor, and a permanent-magnet synchronous motor.",,https://github.com/aalto-electric-drives/motulator,github.com,,Mobility and Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALTRIOS,"Fully integrated, open-source software tool to evaluate strategies for deploying advanced locomotive technologies and associated infrastructure for cost-effective decarbonization.",,https://github.com/NREL/altrios,github.com,,Mobility and Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lowtrip,A web app to compute travel CO2eq for different means of transport worldwide.,,https://github.com/XavB64/lowtrip,github.com,,Mobility and Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Healthy and Sustainable Cities Indicators,"An open-source tool for calculating spatial indicators for healthy, sustainable cities worldwide using open or custom data.",,https://github.com/global-healthy-liveable-cities/global-indicators,github.com,,Mobility and Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EV-EcoSim,A grid-aware co-simulation platform for the design and optimization of EV Charging Infrastructure.,,https://github.com/ebalogun01/EV-EcoSim,github.com,,Mobility and Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e-mission,"Enables people to track their travel modes—by car, bus, bike or walking and measure their associated energy use and carbon footprint.",,https://github.com/e-mission/e-mission-docs,github.com,,Mobility and Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoachCO2,"Aims to raise user awareness about their carbon footprint, notably based on their transport data.",,https://github.com/cozy/coachCO2,github.com,,Mobility and Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radverkehrsatlas,Provides access to bicycle infrastructure data from OpenStreetMap for administrative staff.,,https://github.com/FixMyBerlin/atlas-app,github.com,,Mobility and Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EV2Gym,A V2G Simulation Environment for large scale EV charging optimization.,,https://github.com/StavrosOrf/EV2Gym,github.com,,Mobility and Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tools for the iTEM databases,"Contains tools for two databases maintained by iTEM, the International Transport Energy Modeling consortium.",,https://github.com/transportenergy/database,github.com,,Mobility and Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cartes,A French alternative to Google Maps that aims to focus on climate-friendly transports mode.,,https://github.com/laem/cartes,github.com,,Mobility and Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accessibility,"Given a pre-computed travel cost matrix and a land use dataset (containing the location of jobs, healthcare and population, for example), the package allows one to calculate accessibility levels and accessibility poverty and inequality.",,https://github.com/ipeaGIT/accessibility,github.com,,Mobility and Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAF5-Analysis,Produce and interactively visualize publicly available geospatial data to support trucking fleets in navigating the transition to alternative energy carriers.,,https://github.com/mcsc-impact-climate/FAF5-Analysis,github.com,,Mobility and Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geo-FTADS-Analysis,Produce and interactively visualize publicly available geospatial data to support trucking fleets in navigating the transition to alternative energy carriers.,,https://github.com/mcsc-impact-climate/Geo-FTADS-Analysis,github.com,,Mobility and Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenTripPlanner,"An open source multi-modal trip planner, focusing on travel by scheduled public transportation in combination with bicycling, walking, and mobility services including bike share and ride hailing.",,https://github.com/opentripplanner/OpenTripPlanner,github.com,,Mobility and Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChaProEV,This repository contains the Charging Profiles of Electric Vehicles model.,,https://github.com/TNO/ChaProEV,github.com,,Mobility and Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venco.py,A data processing tool offering demand and flexibility profiles for future electric vehicle fleets in an aggregated manner.,,https://gitlab.com/dlr-ve/esy/vencopy/vencopy,gitlab.com,,Mobility and Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
btp-ai-sustainability-bootcamp,Showcasing SAP partners how to add Intelligence and Sustainability into your industry cloud solutions on SAP Business Technology Platform.,,https://github.com/SAP-samples/btp-ai-sustainability-bootcamp,github.com,,Production and Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMO-Tools-Desktop," An energy efficiency calculation application for use with industrial equipment such as pumps, furnaces, fans, and motors, as well as for industrial systems such as steam.",,https://github.com/ORNL-AMO/AMO-Tools-Desktop,github.com,,Production and Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industry Energy Tool,A calculator developed by NREL for projecting energy efficiency and fuel switching scenarios for the U.S. industrial sector energy use and emissions at the Census Region and county-level.,,https://github.com/NREL/Industry-Energy-Tool,github.com,,Production and Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CalTRACK,Methods are developed in an open and transparent stakeholder process that uses empirical testing to define replicable methods for calculating normalized metered energy consumption using either monthly or interval data from an existing conditions baseline.,,https://github.com/openeemeter/caltrack,github.com,,Production and Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenModelica,An open source Modelica-based modeling and simulation environment intended for industrial and academic usage.,,https://github.com/OpenModelica/OpenModelica,github.com,,Production and Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eco-CI,Estimating the energy consumption of CI / CD pipelines on GitHub and GitLab.,,https://github.com/green-coding-berlin/eco-ci-energy-estimation,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Metrics Tool,"An open source suite to measure, display and compare software energy and CO2 consumption for containerized software. External power meters as well as RAPL and also ML-estimation models are supported.",,https://github.com/green-coding-berlin/green-metrics-tool,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaphandre,An open source software agent to track energy consumption of ICT services from the servers.,,https://github.com/hubblo-org/scaphandre,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tracarbon,Tracarbon tracks your device's energy consumption and calculates your carbon emissions using your location.,,https://github.com/fvaleye/tracarbon,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2020 CATALYST,Converting data centres in energy flexibility ecosystems.,,https://gitlab.com/project-catalyst,gitlab.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy-Languages,"The complete set of tools for energy consumption analysis of programming languages, using Computer Language Benchmark Game.",,https://github.com/greensoftwarelab/Energy-Languages,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
energyusage,A Python package that measures the environmental impact of computation.,,https://github.com/responsibleproblemsolving/energy-usage,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU Energy Meter,A Linux tool that allows to monitor power consumption of Intel CPUs at fine time intervals.,,https://github.com/sosy-lab/cpu-energy-meter,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerAPI,A middleware toolkit for building software-defined power meters.,,https://github.com/powerapi-ng/powerapi,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GreenFrame,"A tool to measure the carbon footprint of a user scenario on a given website application. GreenFrame is able to measure CPU, memory and network usage of Docker or Kubernetes containers. By measuring resource consumption of dockerized E2E tests, GreenFrame allows to compare the consumption of an app between its different versions.",,https://github.com/marmelab/greenframe-cli,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch-node,The road to global carbon-neutrality will be through programmatic compensation.,,https://github.com/patch-technology/patch-node,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co2.js,"A npm module for accessing the green web API, and estimating the carbon emissions from using digital services.",,https://github.com/thegreenwebfoundation/co2.js,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nvidia-co2,Adds gCO2eq emissions to nvidia-smi.,,https://github.com/kylemcdonald/nvidia-co2,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Low Impact Website,Reduces data transfer by up to 70% in comparison to our regular website.,,https://github.com/Organic-Basics/ob-low-impact-website,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloud Carbon Footprint,A tool to estimate energy use (kilowatt-hours) and carbon emissions (metric tons CO2e) from public cloud usage.,,https://github.com/cloud-carbon-footprint/cloud-carbon-footprint,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyJoules,A software toolkit to measure the energy footprint of a host machine along the execution of a piece of Python code.,,https://github.com/powerapi-ng/pyJoules,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon free energy for Google Cloud regions,Contains sustainability characteristics of Google Cloud regions in a machine readable format.,,https://github.com/GoogleCloudPlatform/region-carbon-info,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEEP, Improve the energy efficiency of free and open source software.,,https://invent.kde.org/teams/eco/feep,invent.kde.org,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEAF,"Simulator for modeling energy consumption in cloud, fog, and edge computing environments.",,https://github.com/dos-group/leaf,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ethereum-nft-activity,Estimate the total emissions for popular CryptoArt platforms.,,https://github.com/kylemcdonald/ethereum-nft-activity,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kube-green,A k8s operator to reduce CO2 footprint of your clusters.,,https://github.com/kube-green/kube-green,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kepler,Uses eBPF to probe energy related system stats and exports as Prometheus metrics.,,https://github.com/sustainable-computing-io/kepler,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Carbon Intensity Specification,A specification that describes how to calculate a carbon intensity for software applications.,,https://github.com/Green-Software-Foundation/sci,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Principles of Green Software Engineering,"Are a core set of competencies needed to define, build and run sustainable software applications.",,https://github.com/jawache/principles-green,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid-intensity-go,A tool written in go to help you factor carbon intensity into decisions about where and when to run computing jobs.,,https://github.com/thegreenwebfoundation/grid-intensity-go,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eco2AI,A Python library which accumulates statistics about power consumption and CO2 emission during running code.,,https://github.com/sb-ai-lab/Eco2AI,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impact,Compute your ML model's emissions with our calculator and add the results to your paper with our generated LaTeX template.,,https://github.com/mlco2/impact/,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeCarbon,Track emissions from Compute and recommend ways to reduce their impact on the environment.,,https://github.com/mlco2/codecarbon,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
experiment-impact-tracker,"Meant to be a simple drop-in method to track energy usage, carbon emissions, and compute utilization of your system.",,https://github.com/Breakend/experiment-impact-tracker,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Footprint Data,"Aims to reference as much data as possible to help organizations to evaluate the environmental footprint of their information systems, applications and digital services.",,https://github.com/Boavizta/environmental-footprint-data,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbonalyser,Allows to visualize the electricity consumption and greenhouse gases emissions that your Internet browsing leads to.,,https://github.com/carbonalyser/Carbonalyser,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carbontracker,Track and predict the energy consumption and carbon footprint of training deep learning models.,,https://github.com/lfwa/carbontracker,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-ai,The Green AI Standard aims to develop a standard and raise awareness for best environmental practices in AI research and development.,,https://github.com/daviddao/green-ai,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon Aware SDK,Helps you build the carbon aware software solutions with the intelligence to use the greenest energy sources.,,https://github.com/Green-Software-Foundation/carbon-aware-sdk/,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoCode,Reduce the environmental footprint of your programs with this cutting-edge SonarQube plugin.,,https://github.com/green-code-initiative/ecoCode,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerJoular,Allows monitoring power consumption of multiple platforms and processes.,,https://github.com/joular/powerjoular,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Algorithms,Aims at promoting more environmentally sustainable computational science.,,https://github.com/GreenAlgorithms/green-algorithms-tool,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camunda Carbon Reductor,Allows you to time shift your processes' carbon emissions when energy is clean while still fulfilling the requested service level agreement.,,https://github.com/envite-consulting/camunda-carbon-reductor,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quell,The Content Management Software that combats climate change stopping web carbon production in its tracks.,,https://github.com/rollthecloudinc/quell,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecoindex_cli,This tool provides an easy way to analyze websites with Ecoindex from your local computer using multi-threading.,,https://github.com/cnumr/ecoindex_cli,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeus,A Framework for Deep Learning Energy Measurement and Optimization.,,https://github.com/ml-energy/zeus,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perun,Calculates the energy consumption of Python scripts by sampling usage statistics from your hardware components.,,https://github.com/Helmholtz-AI-Energy/perun,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Sustainability Guidelines,"The draft specification for our Web Sustainability Guidelines and any supplementary documentation, including our introduction to Web Sustainability.",,https://github.com/w3c/sustyweb,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEOPM,Serves as a framework for investigating energy and power optimizations geared towards heterogeneous high performance computing platforms.,,https://github.com/geopm/geopm,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EcoSonar,Enabling development teams to consider the environmental impact of digital technology during development and to promote knowledge of best eco-design and accessibility practices.,,https://github.com/Accenture/EcoSonar,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon Tools,A set of CO2 footprint tools to measure the impact of the code we ship.,,https://github.com/dvelasquez/carbon-tools,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNCF Green Reviews WG,Project Repository for the WG Green Reviews which is part of the CNCF TAG Environmental Sustainability.,,https://github.com/cncf-tags/green-reviews-tooling,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBERT,A open source Revit plug in that measure the embodied carbons of materials applied within a Revit model.,,https://github.com/HawkinsbrownArch/HBERT,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoaviztAPI,API to expose the BOAVIZTA reference data and methodologies to allow full life cycle / multi-criteria environmental impact assessments of software.,,https://github.com/Boavizta/boaviztapi,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CloudScanner,Get Boavizta impact data for your AWS cloud account usage.,,https://github.com/Boavizta/cloud-scanner,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impact Framework," Model, Measure, simulate and monitor the environmental impacts of software.",,https://github.com/Green-Software-Foundation/if,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sustainability Scanner,An open source tool that helps you create a more sustainable infrastructure on AWS by evaluating it against a set of sustainability best practices and generating a report with a sustainability score and suggested improvements to apply to your template.,,https://github.com/awslabs/sustainability-scanner,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EcoLogits,Tracks the energy consumption and environmental impacts of using generative AI models through APIs.,,https://github.com/genai-impact/ecologits,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-footprint model,A toolkit for exhaustively modeling the environmental impact of digital services.,,https://github.com/publicissapient-france/e-footprint,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carbonifer,Transforms your cloud infrastructure into a carbon-aware cloud by estimating the footprint of Terraform files and real-time measurement of the current carbon emissions of your infrastructure deployed in the cloud.,,https://github.com/carboniferio/carbonifer,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WordPress Sustainability Handbook,We seek to embed sustainable practices into WordPress to ensure the longevity of the project.,,https://github.com/WordPress/sustainability,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impactco2,Comparing the CO₂e consumption of various equivalent products.,,https://github.com/incubateur-ademe/impactco2,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Monitor,"An application that measures and reports the power consumption of a Mac, giving you real-time insight into your device's energy consumption and carbon footprint based on your location.",,https://github.com/SAP/power-monitoring-tool-for-macos,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy Efficiency in Programming Languages,Provides a benchmarking tool to measure energy efficiency across various programming languages using Docker.,,https://github.com/nicovank/Energy-Languages,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALUMET,A modular tool that measures energy consumption and performance metrics of CPU and GPU.,,https://github.com/alumet-dev/alumet,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carbon.txt,Syntax and specification for the carbon.txt project.,,https://github.com/thegreenwebfoundation/carbon.txt,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offgridai,"This is a cost calculator for a datacenter powered by solar, batteries, and gas generation.",,https://github.com/offgridai-us/cost-calculator,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Wattch,Chrome browser extension to measure ChatGPT carbon emissions during conversations.,,https://github.com/AIWattch/browser-extension,github.com,,Computation and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmbot,Humanity's open-source CNC farming machine.,,https://github.com/FarmBot/Farmbot-Web-App,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBIA4RTM,"Aims for plant parameter retrieval - relevant in smart farming applications - by using radiative transfer models and object-based image analysis that directly addresses actual user needs and policy demands in a highly efficient, flexible and scalable way.",,https://github.com/lukasValentin/OBIA4RTM,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSSAT Cropping System Model,Has been used for many applications ranging from on-farm and precision management to regional assessments of the impact of climate variability and climate change.,,https://github.com/DSSAT/dssat-csm-os,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAgPIE,Model of Agricultural Production and its Impact on the Environment.,,https://github.com/magpiemodel/magpie,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBI,"The Open-Bodem-Index-Calculator is a tool that evaluates the soil of agricultural fields based on four main criteria: chemical, physical, biological and management.",,https://github.com/AgroCares/Open-Bodem-Index-Calculator,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycles,A daily time-step agroecosystem model that simulates the biophysical processes and management practices occurring within cropping systems and other land uses.,,https://github.com/PSUmodeling/Cycles,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ApsimX,An agricultural modeling framework used extensively worldwide.,,https://github.com/APSIMInitiative/ApsimX,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resilience Atlas,"An interactive analytical tool for building understanding of the extent and severity of some of the key stressors and shocks that are affecting rural livelihoods, production systems, and ecosystems in the Sahel, Horn of Africa and South and Southeast Asia.",,https://github.com/ConservationInternational/resilienceatlas,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monica,"A dynamic, process-based simulation model which describes transport and bio-chemical turn-over of carbon, nitrogen and water in agro-ecosystems.",,https://github.com/zalf-rpm/monica,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenFarm,A free and open database and web application for farming and gardening knowledge.,,https://github.com/openfarmcc/OpenFarm,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agridat,An extensive collection of datasets from agricultural experiments.,,https://github.com/kwstat/agridat,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karrot,Web application for organization of foodsaving groups worldwide.,,https://github.com/karrot-dev/karrot-frontend,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openfoodnetwork,An online marketplace for local food. It enables a network of independent online food stores that connects farmers and food hubs with individuals and local businesses.,,https://github.com/openfoodfoundation/openfoodnetwork,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
powerplant,Provides intelligent planting suggestions which maximize positive crop interaction for the mutual benefit of all your crops.,,https://github.com/Ecohackerfarm/powerplant,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trefle,"A botanical JSON REST API for plants species, allowing you to search and query over all the registered species, and build the next gardening apps and farming robots.",,https://github.com/treflehq/trefle-api,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HappyPlants,Creating your own plant database in a visual way.,,https://github.com/morkro/happy-plants,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dormancyR,Provide alternatives to common chill models used in horticulture to compute chill metrics in deciduous fruit tree orchards as well as functions to handle weather data.,,https://github.com/EduardoFernandezC/dormancyR,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seedr,An R package that provides functions to fit hydro and thermal time germination models.,,https://github.com/efernandezpascual/seedr,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plantFEM,"A plant simulator based on Finite Element Method, which targets crops in fields. This software provides multi-physical simulations of agriculture for canopies, plants, and organs for farmers, breeders, and agronomists.",,https://github.com/kazulagi/plantFEM,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openfoodfacts-server,"Open Food Facts is a collaborative, free and open database of food products from around the world.",,https://github.com/openfoodfacts/openfoodfacts-server,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ramlegacy,A compilation of stock assessment results for commercially exploited marine populations from around the world.,,https://www.ramlegacy.org/,www.ramlegacy.org,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Growstuff,Open source and open data platform that can predict when your plantings will be ready to harvest.,,https://github.com/Growstuff/growstuff,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FarmOS,"Open source web-based application for farm management, planning, and record keeping.",,https://farmos.org/,farmos.org,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is-Vegan,Helps you to find out which food ingredients are vegan / non-vegan.,,https://github.com/hmontazeri/is-vegan,github.com,,Agriculture and Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
